customer_id,first_name,last_name,phone,email,street,city,state,zip_code
,Basilia,Thornton,(631) 592-9548,basilia.thornton@hotmail.com,9033 Pine Dr. ,Brentwood,NY,11717
,Tricia,Daniels,,tricia.daniels@gmail.com,8628 Crescent Court ,Forney,TX,75126
,Kandace,Hughes,,kandace.hughes@hotmail.com,482 Ryan Ave. ,San Lorenzo,CA,94580
,Alejandro,Norman,,alejandro.norman@yahoo.com,8918 Marsh Lane ,Upland,CA,91784
,Rodney,Odom,,rodney.odom@yahoo.com,7782 North Deerfield Lane ,Richmond Hill,NY,11418
,Bettie,Pierce,,bettie.pierce@gmail.com,787 North Vernon Lane ,Farmingdale,NY,11735
,Dagny,Owen,,dagny.owen@hotmail.com,8028 Thompson Drive ,San Angelo,TX,76901
,Cinthia,Poole,,cinthia.poole@aol.com,7 Central Ave. ,Lake Jackson,TX,77566
,Sheila,Travis,,sheila.travis@yahoo.com,9285 Front St. ,Longview,TX,75604
,Arcelia,Vinson,,arcelia.vinson@gmail.com,40 Dogwood St. ,West Islip,NY,11795
,Lucas,Estes,,lucas.estes@yahoo.com,99 Old Church St. ,Santa Monica,CA,90403
,Marissa,Summers,,marissa.summers@msn.com,81 Carpenter St. ,Saint Albans,NY,11412
,Kaley,Blanchard,,kaley.blanchard@msn.com,74 Evergreen Court ,Palos Verdes Peninsula,CA,90274
,Wm,Pope,,wm.pope@msn.com,212 Marsh Court ,Auburn,NY,13021
,Rubye,Mccall,(248) 764-3359,rubye.mccall@hotmail.com,71 Sherwood Dr. ,Troy,NY,12180
,Adriene,Rivera,,adriene.rivera@hotmail.com,973 Yukon Avenue ,Encino,CA,91316
,Laurence,Christian,,laurence.christian@gmail.com,2 Maple St. ,Jamaica,NY,11432
,Shirely,Stanley,(915) 437-6113,shirely.stanley@gmail.com,73 White Avenue ,El Paso,TX,79930
,Danille,Mcfarland,,danille.mcfarland@msn.com,14 Tailwater St. ,Rocklin,CA,95677
,Salena,Day,,salena.day@msn.com,8067 Park Court ,San Lorenzo,CA,94580
,Matilda,Larson,,matilda.larson@hotmail.com,336 Saxon Court ,Harlingen,TX,78552
,Mellisa,Kim,(424) 151-6481,mellisa.kim@aol.com,17 Lyme Dr. ,Los Angeles,CA,90008
,Vonda,Berger,,vonda.berger@yahoo.com,615 S. Proctor Ave. ,Santa Clara,CA,95050
,Soledad,Moses,,soledad.moses@yahoo.com,85 Hickory Ave. ,Jackson Heights,NY,11372
,Lashandra,Turner,(562) 327-9469,lashandra.turner@hotmail.com,11 Marlborough Rd. ,Long Beach,NY,11561
,Lynne,Anderson,(915) 789-6666,lynne.anderson@msn.com,325 Inverness St. ,El Paso,TX,79930
,Chasidy,Webster,,chasidy.webster@msn.com,8296 S. Lookout Lane ,Rocklin,CA,95677
,Ulysses,Gaines,,ulysses.gaines@aol.com,22 Gregory Lane ,Monsey,NY,10952
,Euna,Lopez,,euna.lopez@gmail.com,7979 South Mountainview Ave. ,Carmel,NY,10512
,Cherelle,Key,,cherelle.key@msn.com,7739 Snake Hill Lane ,Valley Stream,NY,11580
,Jeffry,Church,,jeffry.church@msn.com,426 Grandrose Ave. ,Pleasanton,CA,94566
,Cyndi,Dyer,,cyndi.dyer@msn.com,313 West Argyle Ave. ,Baldwin,NY,11510
,Danilo,Holmes,,danilo.holmes@gmail.com,657 Manor Station Dr. ,Hicksville,NY,11801
,Joni,Lee,,joni.lee@gmail.com,8573 Proctor Street ,Centereach,NY,11720
,Antony,Atkinson,,antony.atkinson@msn.com,680 East Birchwood Lane ,Smithtown,NY,11787
,Deanne,Parsons,,deanne.parsons@aol.com,76 Amherst Drive ,Lindenhurst,NY,11757
,Frederica,Rojas,,frederica.rojas@yahoo.com,7835 West Jockey Hollow Rd. ,Ithaca,NY,14850
,Emelda,Dickerson,,emelda.dickerson@aol.com,7457 6th St. ,Hamburg,NY,14075
,Rudolf,Moran,,rudolf.moran@gmail.com,5 Birchwood Rd. ,Maspeth,NY,11378
,Benito,Hendrix,,benito.hendrix@gmail.com,676 S. Bowman Lane ,Depew,NY,14043
,Jonell,Rivas,,jonell.rivas@msn.com,8415 East High Point St. ,Amarillo,TX,79106
,Joi,Reeves,(619) 952-9613,joi.reeves@msn.com,9101 Williams Court ,San Diego,CA,92111
,Leland,Mcdowell,,leland.mcdowell@gmail.com,8034 E. Washington Lane ,Encino,CA,91316
,Delaine,Estes,,delaine.estes@yahoo.com,8916 Hartford Rd. ,Amarillo,TX,79106
,Genevieve,Juarez,,genevieve.juarez@gmail.com,93 Goldfield Drive ,New Hyde Park,NY,11040
,Kylee,Dickson,,kylee.dickson@gmail.com,7908 Sherwood Street ,Amityville,NY,11701
,Renita,Henry,,renita.henry@msn.com,474 Woodland Ave. ,New Rochelle,NY,10801
,Sarah,Kirkland,,sarah.kirkland@aol.com,42 N. Glendale Avenue ,Wappingers Falls,NY,12590
,Paul,Lester,,paul.lester@gmail.com,275 Clay St. ,Vista,CA,92083
,Taisha,Vang,,taisha.vang@yahoo.com,660 East Foster Lane ,Shirley,NY,11967
,Eliana,Reese,,eliana.reese@hotmail.com,7079 NE. Cross Drive ,Woodhaven,NY,11421
,Leonore,Dorsey,,leonore.dorsey@yahoo.com,8213 South Branch Avenue ,Jackson Heights,NY,11372
,Ashleigh,Frank,,ashleigh.frank@gmail.com,9008 Plymouth Street ,Levittown,NY,11756
,Gabriel,Wagner,,gabriel.wagner@msn.com,7921 Manhattan Ave. ,Ballston Spa,NY,12020
,Margene,Eaton,,margene.eaton@yahoo.com,43 Sugar Street ,Wantagh,NY,11793
,Toshia,Cardenas,,toshia.cardenas@gmail.com,878 Bayberry Street ,Amsterdam,NY,12010
,Jamika,Blanchard,,jamika.blanchard@gmail.com,420 Cambridge Street ,Fresh Meadows,NY,11365
,Shery,Acosta,,shery.acosta@yahoo.com,17 Canal Ave. ,Saratoga Springs,NY,12866
,Jenna,Saunders,,jenna.saunders@aol.com,4 Young St. ,Yorktown Heights,NY,10598
,Skye,Pope,,skye.pope@yahoo.com,121 S. Bay Meadows Ave. ,Richmond Hill,NY,11418
,Ana,Palmer,(657) 323-8684,ana.palmer@yahoo.com,7 Buckingham St. ,Anaheim,CA,92806
,Eric,Hardin,,eric.hardin@gmail.com,39 S. Parker Drive ,Jamaica,NY,11432
,Basil,Ballard,,basil.ballard@yahoo.com,7477 Belmont Ave. ,San Lorenzo,CA,94580
,Gabriel,Pitts,,gabriel.pitts@gmail.com,8462 Marshall Drive ,Clifton Park,NY,12065
,Cayla,Johnson,,cayla.johnson@msn.com,7091 Rockaway Avenue ,Coram,NY,11727
,Sharika,Colon,(562) 452-6136,sharika.colon@gmail.com,509 Henry Smith St. ,Long Beach,NY,11561
,Donnetta,Henson,,donnetta.henson@hotmail.com,2 Tallwood Drive ,Webster,NY,14580
,Leigh,Burke,,leigh.burke@hotmail.com,7651 Creek St. ,Schenectady,NY,12302
,Deloris,Larson,,deloris.larson@aol.com,242 Branch Street ,Duarte,CA,91010
,Ehtel,Cobb,,ehtel.cobb@hotmail.com,741 Rockville Drive ,Lockport,NY,14094
,Evelina,Byrd,(716) 601-7704,evelina.byrd@msn.com,628 S. Church St. ,Buffalo,NY,14215
,Zulema,Browning,,zulema.browning@gmail.com,12 NW. Lafayette St. ,Amsterdam,NY,12010
,Tressa,Weiss,,tressa.weiss@msn.com,52 Wild Rose Avenue ,Ossining,NY,10562
,Yvette,Rogers,,yvette.rogers@aol.com,3 SE. Oklahoma Drive ,Franklin Square,NY,11010
,Kiara,Deleon,(657) 378-8011,kiara.deleon@gmail.com,164 Addison Drive ,Anaheim,CA,92806
,Taylor,Cole,,taylor.cole@gmail.com,9408 Holly Lane ,Carmel,NY,10512
,Myrtie,James,,myrtie.james@yahoo.com,566 North Livingston Ave. ,Merrick,NY,11566
,Ashton,Lott,,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001
,Kara,Higgins,,kara.higgins@aol.com,758 Jennings Street ,Ossining,NY,10562
,Tomeka,Higgins,,tomeka.higgins@msn.com,591 W. Corona St. ,Poughkeepsie,NY,12601
,Ronald,Parsons,,ronald.parsons@msn.com,268 Pin Oak Rd. ,Maspeth,NY,11378
,Allison,Nolan,(845) 276-5729,allison.nolan@gmail.com,7421 Victoria St. ,New City,NY,10956
,Derrick,Marks,,derrick.marks@yahoo.com,7247 East Prairie Lane ,Glendora,CA,91740
,Yang,Roth,,yang.roth@aol.com,234 E. Shub Farm Ave. ,Webster,NY,14580
,Melba,Wilkinson,,melba.wilkinson@gmail.com,255 Harvard Dr. ,Floral Park,NY,11001
,Valentin,Mclaughlin,,valentin.mclaughlin@hotmail.com,56 Squaw Creek Street ,Lindenhurst,NY,11757
,Lewis,Garner,(631) 871-2512,lewis.garner@gmail.com,9550 East Greenrose St. ,Brentwood,NY,11717
,Ann,Heath,,ann.heath@msn.com,413 East St. ,South El Monte,CA,91733
,Janelle,Maldonado,,janelle.maldonado@gmail.com,34 Mammoth Street ,Richmond Hill,NY,11418
,Catrice,Hicks,,catrice.hicks@yahoo.com,403 Inverness Street ,San Pablo,CA,94806
,Eli,Contreras,,eli.contreras@hotmail.com,35 Highland Ave. ,Ronkonkoma,NY,11779
,Rita,Bailey,,rita.bailey@hotmail.com,69 Glenwood Street ,Ossining,NY,10562
,Laure,Pena,,laure.pena@yahoo.com,9849 West Elmwood St. ,Wappingers Falls,NY,12590
,Tilda,Melton,(248) 767-4165,tilda.melton@msn.com,237 Elmwood Drive ,Troy,NY,12180
,Florencio,Davenport,,florencio.davenport@yahoo.com,8759 Brookside Ave. ,Jamestown,NY,14701
,Eun,Harris,(619) 378-2432,eun.harris@gmail.com,623 Jones St. ,San Diego,CA,92111
,Marylyn,Browning,,marylyn.browning@msn.com,915 Lakeshore Street ,Scarsdale,NY,10583
,Romana,Barnes,,romana.barnes@yahoo.com,9776 Shipley Rd. ,Floral Park,NY,11001
,Sam,Lester,,sam.lester@gmail.com,563 South Beacon Lane ,Baldwin,NY,11510
,Nicki,Larson,,nicki.larson@yahoo.com,8317 West Leatherwood Dr. ,Monsey,NY,10952
,Antonetta,Rocha,,antonetta.rocha@yahoo.com,9858 Newcastle St. ,Port Chester,NY,10573
,Shara,Pope,,shara.pope@msn.com,194 Amherst Dr. ,Ridgecrest,CA,93555
,Trena,Hudson,,trena.hudson@hotmail.com,135 Grand Ave. ,Monroe,NY,10950
,Loraine,Sykes,,loraine.sykes@yahoo.com,9239 Windsor Ave. ,Scarsdale,NY,10583
,Alissa,Hood,,alissa.hood@gmail.com,8032 Maple Drive ,New Windsor,NY,12553
,Augustus,Schmidt,,augustus.schmidt@msn.com,624 Jones Dr. ,Corona,NY,11368
,Stacie,Sims,(510) 194-5117,stacie.sims@hotmail.com,47 Orange Ave. ,Oakland,CA,94603
,Brittni,Green,,brittni.green@msn.com,842 El Dorado Lane ,Floral Park,NY,11001
,Etsuko,Garrison,,etsuko.garrison@yahoo.com,1 Arrowhead Street ,Richmond Hill,NY,11418
,Calandra,Stanton,,calandra.stanton@aol.com,36 Livingston Dr. ,Lake Jackson,TX,77566
,Willis,Randolph,,willis.randolph@yahoo.com,332 Constitution St. ,Harlingen,TX,78552
,Shawnda,Glover,,shawnda.glover@gmail.com,138 Belmont Ave. ,Liverpool,NY,13090
,Jennette,Baker,,jennette.baker@gmail.com,798 Marvon St. ,Banning,CA,92220
,Elma,Molina,,elma.molina@msn.com,8565 Devon Ave. ,New Rochelle,NY,10801
,Adam,Henderson,,adam.henderson@hotmail.com,167 James St. ,Los Banos,CA,93635
,Ira,Moore,,ira.moore@gmail.com,1 Pineknoll Court ,Saratoga Springs,NY,12866
,Kermit,Bowman,(915) 996-5952,kermit.bowman@gmail.com,3 Airport Street ,El Paso,TX,79930
,Gayle,Wilkinson,,gayle.wilkinson@yahoo.com,4 Riverside Ave. ,Lindenhurst,NY,11757
,Launa,Hull,,launa.hull@yahoo.com,936 Grove Street ,Helotes,TX,78023
,Myron,Johns,,myron.johns@msn.com,5 N. Woodsman Rd. ,Whitestone,NY,11357
,Tuan,Wolfe,,tuan.wolfe@aol.com,7641 Oak Meadow Dr. ,West Babylon,NY,11704
,Mathilda,Pennington,(845) 407-9524,mathilda.pennington@gmail.com,14 S. Argyle Ave. ,New City,NY,10956
,Reatha,Perez,,reatha.perez@aol.com,9917 1st St. ,Holbrook,NY,11741
,Arnita,Thomas,,arnita.thomas@gmail.com,154 2nd St. ,Orchard Park,NY,14127
,Amparo,Burks,,amparo.burks@aol.com,7781 Augusta St. ,Merrick,NY,11566
,Jenny,Bell,,jenny.bell@hotmail.com,38 Crescent St. ,Niagara Falls,NY,14304
,Laverne,Craft,,laverne.craft@aol.com,829 N. Pierce Street ,Forest Hills,NY,11375
,Darcel,Harmon,,darcel.harmon@msn.com,966 Hickory Street ,Santa Clara,CA,95050
,Cecilia,Camacho,,cecilia.camacho@yahoo.com,682 Mountainview Rd. ,Desoto,TX,75115
,Pearlie,Cochran,,pearlie.cochran@msn.com,23 Homewood Rd. ,Campbell,CA,95008
,Deirdre,Ryan,,deirdre.ryan@yahoo.com,83 Jefferson Lane ,Utica,NY,13501
,Yevette,Elliott,,yevette.elliott@aol.com,182 Euclid Street ,Jackson Heights,NY,11372
,Ladawn,Downs,(281) 165-2090,ladawn.downs@yahoo.com,7452 S. Airport Court ,Houston,TX,77016
,Dorothea,Chang,,dorothea.chang@gmail.com,75 Oak Ave. ,Astoria,NY,11102
,Merlin,Foreman,(516) 150-1321,merlin.foreman@msn.com,8198 North Rockaway St. ,Hempstead,NY,11550
,Lanie,Dunn,,lanie.dunn@gmail.com,7583 Pilgrim Ave. ,North Tonawanda,NY,14120
,Christoper,Gould,,christoper.gould@aol.com,8718 South Constitution St. ,Shirley,NY,11967
,Norine,Huffman,,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316
,Alane,Mccarty,(619) 377-8586,alane.mccarty@hotmail.com,8254 Hilldale Street ,San Diego,CA,92111
,Charleen,Joyner,,charleen.joyner@aol.com,735 N. John Dr. ,Corona,NY,11368
,Zella,Fernandez,,zella.fernandez@yahoo.com,8 Marshall Dr. ,Rockville Centre,NY,11570
,Collene,Knox,(361) 760-1523,collene.knox@msn.com,7 North Branch Lane ,Corpus Christi,TX,78418
,Alysia,Nicholson,(805) 493-7311,alysia.nicholson@hotmail.com,868 Trusel St. ,Oxnard,CA,93035
,Sharie,Whitaker,,sharie.whitaker@hotmail.com,7 Bayport Lane ,Merrick,NY,11566
,Diana,Cobb,,diana.cobb@hotmail.com,558 Vale St. ,Fullerton,CA,92831
,Morton,Barron,(661) 386-4884,morton.barron@msn.com,542 Circle Rd. ,Bakersfield,CA,93306
,Camille,Harvey,,camille.harvey@hotmail.com,859 Beaver Ridge Ave. ,Huntington,NY,11743
,Lolita,O'neill,,lolita.o'neill@aol.com,36 Prairie Dr. ,Massapequa Park,NY,11762
,Terese,Briggs,,terese.briggs@msn.com,16 N. Oak Valley St. ,Woodside,NY,11377
,Majorie,Glover,,majorie.glover@msn.com,4 Garden Ave. ,Apple Valley,CA,92307
,Vinnie,Chan,,vinnie.chan@aol.com,8750 Surrey St. ,Forest Hills,NY,11375
,Ezra,Silva,,ezra.silva@msn.com,8629 Catherine Rd. ,New Windsor,NY,12553
,Jovita,Bishop,,jovita.bishop@aol.com,8123 Wild Horse St. ,Staten Island,NY,10301
,Kecia,Olsen,,kecia.olsen@msn.com,8389 Central St. ,Santa Cruz,CA,95060
,Ilona,Spears,,ilona.spears@gmail.com,984 Canterbury Lane ,Port Jefferson Station,NY,11776
,Senaida,Thompson,,senaida.thompson@msn.com,578 Golf Drive ,Bronx,NY,10451
,Larae,Carney,,larae.carney@msn.com,9322 Glen Ridge Dr. ,Sunnyside,NY,11104
,Sebrina,Hart,,sebrina.hart@yahoo.com,7679 Pacific St. ,Coram,NY,11727
,Kristofer,Craig,,kristofer.craig@yahoo.com,6 Delaware Lane ,Plainview,NY,11803
,Luciana,Mcgee,,luciana.mcgee@msn.com,8002 Cross St. ,Selden,NY,11784
,Nicki,Fry,,nicki.fry@hotmail.com,950 Snake Hill Lane ,Endicott,NY,13760
,Devin,Shaffer,(507) 557-2191,devin.shaffer@gmail.com,382 Third Ave. ,Rochester,NY,14606
,Erlinda,Osborne,,erlinda.osborne@yahoo.com,148 Elm St. ,West Islip,NY,11795
,Camila,Carroll,(210) 436-8676,camila.carroll@yahoo.com,72 Shub Farm Avenue ,San Antonio,TX,78213
,Vicki,Wiggins,,vicki.wiggins@hotmail.com,71 Broad Ave. ,Wappingers Falls,NY,12590
,Lois,Steele,,lois.steele@yahoo.com,7501 South Marlborough Street ,Ossining,NY,10562
,Carola,Mcpherson,,carola.mcpherson@hotmail.com,578 Shirley Dr. ,Rego Park,NY,11374
,Rochell,Cantrell,,rochell.cantrell@yahoo.com,437 Water Dr. ,Port Jefferson Station,NY,11776
,Kasha,Sullivan,,kasha.sullivan@hotmail.com,48 Foster Rd. ,Scarsdale,NY,10583
,Viva,Dawson,,viva.dawson@yahoo.com,446 Princess Ave. ,Orchard Park,NY,14127
,Hue,Dalton,,hue.dalton@hotmail.com,7940 Oakwood Street ,Apple Valley,CA,92307
,Andria,Rivers,,andria.rivers@aol.com,183 Ohio Ave. ,Amarillo,TX,79106
,Hilary,Savage,(805) 753-6881,hilary.savage@yahoo.com,696 Howard Court ,Oxnard,CA,93035
,Lavona,Austin,,lavona.austin@yahoo.com,926 South Euclid St. ,Utica,NY,13501
,Doreatha,Ford,,doreatha.ford@yahoo.com,9413 Ryan Ave. ,Huntington,NY,11743
,Alina,Mcleod,,alina.mcleod@msn.com,20 Winchester Street ,Patchogue,NY,11772
,Aide,Franco,,aide.franco@msn.com,8017 Lake Forest St. ,Atwater,CA,95301
,Genny,Hensley,,genny.hensley@yahoo.com,8849 Marconi Ave. ,Redondo Beach,CA,90278
,Melita,Dominguez,,melita.dominguez@msn.com,9903 Santa Clara Lane ,Auburn,NY,13021
,Fannie,Jenkins,(805) 774-5696,fannie.jenkins@msn.com,7858 E. Pawnee Dr. ,Oxnard,CA,93035
,Bobbi,Banks,,bobbi.banks@yahoo.com,396 Wagon Rd. ,Bayside,NY,11361
,Gwenn,Melton,,gwenn.melton@yahoo.com,9545 Wakehurst Drive ,Centereach,NY,11720
,Laci,Castro,,laci.castro@hotmail.com,130 Birchpond Street ,Saint Albans,NY,11412
,Evelina,Manning,,evelina.manning@aol.com,7515 Spring St. ,Mount Vernon,NY,10550
,Tania,Swanson,,tania.swanson@yahoo.com,8646 Glen Eagles Ave. ,Longview,TX,75604
,Laurel,Schultz,,laurel.schultz@hotmail.com,812 E. 1st Lane ,Mount Vernon,NY,10550
,Carolyne,Conley,,carolyne.conley@gmail.com,431 Lees Creek Drive ,Floral Park,NY,11001
,Eldridge,Greer,,eldridge.greer@aol.com,131 E. Madison St. ,Central Islip,NY,11722
,Margret,Barnett,,margret.barnett@gmail.com,7509 Depot Rd. ,Forney,TX,75126
,Oliva,Blackwell,,oliva.blackwell@hotmail.com,54 Ramblewood St. ,Elmhurst,NY,11373
,Oralia,Farley,,oralia.farley@hotmail.com,747B E. Coffee Street ,Upland,CA,91784
,Romaine,Salazar,,romaine.salazar@yahoo.com,7700 Wentworth Rd. ,Monsey,NY,10952
,Hermila,Mckay,,hermila.mckay@yahoo.com,23 Garfield Dr. ,Coachella,CA,92236
,Lloyd,Miranda,,lloyd.miranda@hotmail.com,9098 Jennings St. ,Encino,CA,91316
,Mandi,Gibbs,,mandi.gibbs@gmail.com,80 Sycamore Drive ,East Elmhurst,NY,11369
,Hue,May,,hue.may@aol.com,19 S. Lawrence Dr. ,Valley Stream,NY,11580
,Tomika,Wilder,,tomika.wilder@aol.com,142 South Ocean St. ,New Hyde Park,NY,11040
,Graig,Roth,,graig.roth@aol.com,7516 Wrangler Street ,West Babylon,NY,11704
,Lamar,Greer,,lamar.greer@gmail.com,7909 Golden Star Ave. ,Levittown,NY,11756
,Raymonde,Garcia,,raymonde.garcia@aol.com,55 NE. North St. ,Queensbury,NY,12804
,Cira,Downs,(510) 788-4456,cira.downs@gmail.com,672 Sussex Ave. ,Oakland,CA,94603
,Marisa,Chambers,,marisa.chambers@msn.com,15 E. Rock Creek Ave. ,Amityville,NY,11701
,Rod,Hatfield,,rod.hatfield@hotmail.com,7090 Bridge Dr. ,Ronkonkoma,NY,11779
,Quyen,Houston,,quyen.houston@gmail.com,7758 Homewood Dr. ,Central Islip,NY,11722
,Han,Schneider,,han.schneider@gmail.com,40 Holly Street ,Elmhurst,NY,11373
,Terrell,Mathis,,terrell.mathis@aol.com,9320 Center Ave. ,Selden,NY,11784
,Spring,Hayes,,spring.hayes@hotmail.com,8591 Wentworth St. ,Ossining,NY,10562
,Lecia,Hancock,,lecia.hancock@hotmail.com,9167 Pineknoll St. ,Schenectady,NY,12302
,Twana,Arnold,(657) 988-1904,twana.arnold@msn.com,47 North Fairground Lane ,Anaheim,CA,92806
,Yvone,Yates,,yvone.yates@gmail.com,9269 Blue Spring Ave. ,San Pablo,CA,94806
,Agatha,Melton,,agatha.melton@yahoo.com,89 East Illinois Street ,Springfield Gardens,NY,11413
,Lavonda,Stephenson,,lavonda.stephenson@gmail.com,37 Birchwood Dr. ,Bay Shore,NY,11706
,Agnes,Sims,(716) 780-9901,agnes.sims@aol.com,170 Queen Lane ,Buffalo,NY,14215
,Latricia,Lindsey,,latricia.lindsey@hotmail.com,288 Campfire Dr. ,Yorktown Heights,NY,10598
,Yolando,Wade,,yolando.wade@hotmail.com,310 Wilson Ave. ,Massapequa,NY,11758
,Nenita,Mooney,,nenita.mooney@hotmail.com,10 W. Bishop Street ,Lawndale,CA,90260
,Kermit,Hyde,,kermit.hyde@hotmail.com,87 SE. Carson St. ,Patchogue,NY,11772
,Angelique,Merrill,,angelique.merrill@gmail.com,8490 West High Noon Ave. ,South El Monte,CA,91733
,Ilda,Roberson,,ilda.roberson@aol.com,8853 Lake St. ,Kingston,NY,12401
,Corrinne,Garrison,,corrinne.garrison@yahoo.com,81 East Glenwood Ave. ,Victoria,TX,77904
,Major,Merrill,,major.merrill@aol.com,78 Thatcher Court ,Astoria,NY,11102
,Ouida,Gregory,,ouida.gregory@aol.com,7984 8th Street ,Merrick,NY,11566
,Tajuana,Riddle,,tajuana.riddle@hotmail.com,24 St Margarets Ave. ,Bayside,NY,11361
,Ricki,Bullock,,ricki.bullock@hotmail.com,79 Pennington Rd. ,Woodside,NY,11377
,Celestine,Kent,(717) 890-4260,celestine.kent@aol.com,697 Fordham Street ,Lancaster,NY,14086
,Debbra,Jacobson,,debbra.jacobson@yahoo.com,8316 West Bedford Ave. ,Ballston Spa,NY,12020
,Kandis,Mills,,kandis.mills@hotmail.com,64 Beechwood Drive ,Hamburg,NY,14075
,Wallace,Lane,,wallace.lane@aol.com,901 Liberty St. ,South Richmond Hill,NY,11419
,Malisa,Mitchell,,malisa.mitchell@msn.com,87 Ridgewood Court ,Mount Vernon,NY,10550
,Lilliam,Nolan,,lilliam.nolan@msn.com,8976 Berkshire Court ,Copperas Cove,TX,76522
,Tad,Gardner,,tad.gardner@hotmail.com,9745 E. Wilson St. ,Niagara Falls,NY,14304
,Petronila,Gallegos,,petronila.gallegos@gmail.com,8053 Aspen St. ,Howard Beach,NY,11414
,Yun,Nelson,,yun.nelson@hotmail.com,529 Durham Street ,Ballston Spa,NY,12020
,Edgar,Horn,,edgar.horn@aol.com,7270 W. Cherry Hill Lane ,West Babylon,NY,11704
,Chantay,Maynard,,chantay.maynard@gmail.com,7483 1st Ave. ,Elmhurst,NY,11373
,Donette,Mccarthy,,donette.mccarthy@yahoo.com,500 NW. Maiden Dr. ,Redondo Beach,CA,90278
,Mariam,Miranda,,mariam.miranda@aol.com,18 East Washington Avenue ,Franklin Square,NY,11010
,Rosalie,Coffey,,rosalie.coffey@gmail.com,789 Amerige Dr. ,Upland,CA,91784
,Cathey,Lamb,,cathey.lamb@msn.com,9621 Ryan Drive ,Bayside,NY,11361
,Alyse,Jacobson,,alyse.jacobson@yahoo.com,10 West Devon Lane ,Massapequa Park,NY,11762
,India,Barron,,india.barron@msn.com,834 W. Pleasant Rd. ,Huntington,NY,11743
,Cris,Dunn,,cris.dunn@yahoo.com,1 Pawnee Street ,Pittsford,NY,14534
,Ophelia,Rodgers,,ophelia.rodgers@gmail.com,133 Joy Ridge Drive ,Hopewell Junction,NY,12533
,Barrett,Sanders,,barrett.sanders@aol.com,32 Hawthorne St. ,Longview,TX,75604
,Bernardina,Cooper,,bernardina.cooper@msn.com,223 Glen Creek Ave. ,Whitestone,NY,11357
,Douglas,Richards,,douglas.richards@hotmail.com,221 Arcadia Lane ,Valley Stream,NY,11580
,Phillis,Fowler,,phillis.fowler@aol.com,8976 N. Hall Street ,Clifton Park,NY,12065
,Reyes,Merritt,,reyes.merritt@yahoo.com,48 Lexington Rd. ,Staten Island,NY,10301
,Nathalie,Knowles,,nathalie.knowles@aol.com,4 Cactus Street ,West Islip,NY,11795
,Vallie,Dixon,,vallie.dixon@yahoo.com,85 E. Ann Drive ,Rowlett,TX,75088
,Elnora,Simpson,,elnora.simpson@yahoo.com,7157 Shore Ave. ,Bellmore,NY,11710
,Ivelisse,Nixon,(281) 941-4933,ivelisse.nixon@aol.com,782 Boston Ave. ,Houston,TX,77016
,Shanti,Johnston,,shanti.johnston@gmail.com,722 Alderwood Drive ,Staten Island,NY,10301
,Martha,Burgess,,martha.burgess@msn.com,9631 St Margarets Lane ,Woodhaven,NY,11421
,Neville,Mcclain,,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552
,Ghislaine,Compton,,ghislaine.compton@aol.com,8930 Princess St. ,Lindenhurst,NY,11757
,Leanna,Manning,,leanna.manning@yahoo.com,39 E. Stillwater Ave. ,Hicksville,NY,11801
,Marshall,Johnson,,marshall.johnson@yahoo.com,44 Greenview St. ,Vista,CA,92083
,Zelda,Pratt,(717) 428-4018,zelda.pratt@gmail.com,74 Trusel Drive ,Lancaster,NY,14086
,Joel,Wynn,(619) 210-6032,joel.wynn@aol.com,7 North Oak Ave. ,San Diego,CA,92111
,Yahaira,Robertson,,yahaira.robertson@yahoo.com,142 Roehampton Dr. ,Endicott,NY,13760
,Sandy,Mills,,sandy.mills@gmail.com,333 Olive Ave. ,Schenectady,NY,12302
,Cassidy,Clark,,cassidy.clark@hotmail.com,9879 Old Kingston Road ,Astoria,NY,11102
,Kristy,Watkins,,kristy.watkins@gmail.com,977 South Brook Ave. ,Howard Beach,NY,11414
,Tina,Bush,,tina.bush@aol.com,8038 Bellevue Street ,Maspeth,NY,11378
,Veronika,Rollins,,veronika.rollins@yahoo.com,94 Arnold Ave. ,Webster,NY,14580
,Kristel,Byrd,,kristel.byrd@hotmail.com,9967 Piper Street ,Hicksville,NY,11801
,Shay,Stephenson,,shay.stephenson@aol.com,9569 4th Lane ,Smithtown,NY,11787
,George,Pickett,,george.pickett@msn.com,691 Rocky River St. ,Sunnyside,NY,11104
,Renato,Morton,,renato.morton@msn.com,8526 Sherwood Street ,Mount Vernon,NY,10550
,Marcy,Rodriguez,,marcy.rodriguez@gmail.com,97 Trusel Drive ,Lockport,NY,14094
,Edmund,Gaines,,edmund.gaines@gmail.com,8643 Gartner St. ,Copperas Cove,TX,76522
,Lory,Berg,,lory.berg@aol.com,64 Vine Drive ,Oswego,NY,13126
,Pamala,Fowler,,pamala.fowler@gmail.com,399 Leatherwood St. ,Ballston Spa,NY,12020
,Leone,Emerson,,leone.emerson@msn.com,460 Smith Store Ave. ,Whitestone,NY,11357
,Brain,Skinner,,brain.skinner@hotmail.com,8676 Ketch Harbour Ave. ,Euless,TX,76039
